interval,cpu,numcontainers,baseips,ipsavailable,ipscap,apparentips,ram,ramavailable,disk,diskavailable
45,"[26.334077934971457, 37.2747469760553, 37.14232511948358, 0.0, 0.0, 0.0]","[2, 3, 3, 0, 0, 0]","[526.216990066169, 2388.1149452243194, 5718.800095611021, 0, 0, 0]","[3502.7830099338307, 5713.885054775681, 10392.19990438898, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1061, 3020, 5984, 0, 0, 0]","[(6.9025333333333325, 0.0, 0.0), (76.37, 0.0009333333333333332, 0.0018666666666666666), (2544.5432666666666, 0.0038666666666666667, 0.0037999999999999996), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4288.097466666667, 1860.0, 1000.0), (17103.63, 1799.9990666666667, 1524.9981333333333), (31815.456733333333, 1882.6961333333334, 1333.7462), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(5, 0.0, 1.6666666666666667e-05), (6, 0.0, 0.005816666666666666), (5, 0.0, 0.001711111111111111), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.1, 10.109983333333332), (16099, 51.900000000000006, 6.1841833333333325), (32207, 58.2, 11.638288888888887), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
46,"[25.01861504095309, 56.06023204147124, 37.14232511948358, 0.0, 0.0, 0.0]","[2, 4, 3, 0, 0, 0]","[738.9912682151474, 1942.18528952724, 0, 0, 0, 0]","[3290.0087317848524, 6159.8147104727595, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1008, 4542, 5984, 0, 0, 0]","[(33.5544, 0.004666666666666667, 6.666666666666668e-05), (1351.9626, 0.001333333333333333, 0.002533333333333333), (2513.784866666667, 0.0006000000000000001, 0.004866666666666668), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4261.4456, 1859.9953333333333, 999.9999333333334), (15828.0374, 1799.9986666666666, 1524.9974666666667), (31846.21513333333, 1882.6994, 1333.7451333333333), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(5, 0.0, 0.0011055555555555554), (9, 0.0, 0.0013888888888888892), (5, 0.0, 0.0014333333333333333), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.1, 10.108894444444443), (16096, 51.900000000000006, 6.18861111111111), (32207, 58.2, 11.638566666666666), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
47,"[37.82576321667908, 28.708960750431995, 20.54496927565018, 0.0, 0.0, 0.0]","[3, 2, 2, 0, 0, 0]","[1012.6278634646403, 0, 3101.7208122753777, 0, 0, 0]","[3016.3721365353595, 8102, 13009.279187724622, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1524, 2326, 3310, 0, 0, 0]","[(35.563533333333325, 0.004733333333333333, 6.666666666666668e-05), (1586.844333333333, 0.0007333333333333332, 0.0021333333333333334), (1283.4567333333334, 0.004866666666666667, 0.001), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4259.436466666667, 1859.9952666666666, 999.9999333333334), (15593.155666666667, 1799.9992666666667, 1524.9978666666666), (33076.54326666667, 1882.6951333333334, 1333.749), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(7, 0.0, 0.0011166666666666664), (4, 0.0, 8.333333333333334e-05), (3, 0.0, 0.0015777777777777784), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4019, 67.1, 10.108883333333333), (16101, 51.900000000000006, 6.189916666666666), (32209, 58.2, 11.638422222222221), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
48,"[50.03723008190618, 0.0, 51.170008069021165, 0.0, 0.0, 0.0]","[4, 0, 4, 0, 0, 0]","[671.2351138939373, 0, 5610.1279173599405, 0, 0, 0]","[3357.7648861060625, 8102, 10500.87208264006, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2016, 0, 8244, 0, 0, 0]","[(87.11833333333334, 0.004666666666666667, 0.0), (0, 0, 0), (5175.769933333334, 0.8841333333333333, 0.053533333333333336), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4207.881666666666, 1859.9953333333333, 1000.0), (17180, 1800.0, 1525.0), (29184.230066666667, 1881.8158666666668, 1333.6964666666668), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(9, 0.0, 0.0014833333333333335), (0, 0, 0), (8, 3.203133333333333, 0.7111555555555555), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4017, 67.1, 10.108516666666667), (16105, 51.900000000000006, 6.1899999999999995), (32204, 54.99686666666667, 10.928844444444444), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
49,"[35.36857781087118, 26.42557393236238, 51.170008069021165, 0.0, 0.0, 0.0]","[3, 2, 4, 0, 0, 0]","[604.8505324893523, 2030.0657395284898, 5344.474246606174, 0, 0, 0]","[3424.149467510648, 6071.93426047151, 10766.525753393826, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1425, 2141, 8244, 0, 0, 0]","[(93.58446666666666, 0.004733333333333333, 6.666666666666668e-05), (251.04586666666674, 0.0, 6.666666666666668e-05), (4671.0554, 0.6413333333333333, 0.04913333333333334), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4201.415533333334, 1859.9952666666666, 999.9999333333334), (16928.954133333333, 1800.0, 1524.9999333333333), (29688.9446, 1882.0586666666668, 1333.7008666666666), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(6, 0.0, 0.0010555555555555555), (5, 0.0, 0.001411111111111111), (8, 2.814516666666667, 0.6682777777777775), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.1, 10.108944444444443), (16100, 51.900000000000006, 6.188588888888888), (32204, 55.38548333333333, 10.97172222222222), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
50,"[38.9674857284686, 42.03900271537892, 37.86853702439327, 0.0, 0.0, 0.0]","[3, 3, 3, 0, 0, 0]","[0, 3061.52419776483, 0, 0, 0, 0]","[4029, 5040.47580223517, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1570, 3406, 6101, 0, 0, 0]","[(93.14706666666666, 0.0, 0.0), (699.355, 0.0004, 0.0003333333333333333), (4473.923666666667, 0.6217333333333334, 0.0522), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4201.852933333334, 1860.0, 1000.0), (16480.645, 1799.9996, 1524.9996666666666), (29886.076333333334, 1882.0782666666667, 1333.6978), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(7, 0.0, 8.888888888888889e-05), (7, 0.012733333333333334, 0.004888888888888889), (6, 2.056766666666667, 0.671938888888889), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4019, 67.1, 10.10991111111111), (16098, 51.88726666666667, 6.185111111111111), (32206, 56.143233333333335, 10.96806111111111), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
51,"[14.817572598659718, 71.10589977783263, 0.0, 0.0, 0.0, 0.0]","[1, 6, 0, 0, 0, 0]","[319.3147248848671, 3230.890216811973, 0, 0, 0, 0]","[3709.6852751151328, 4871.109783188027, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[597, 5761, 0, 0, 0, 0]","[(3.3202, 0.0005333333333333334, 0.003933333333333333), (1241.6425333333334, 0.029400000000000003, 0.20339999999999997), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4291.6798, 1859.9994666666666, 999.9960666666667), (15938.357466666666, 1799.9706, 1524.7966), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(1, 0.0, 0.0), (15, 0.045766666666666664, 0.017761111111111113), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4025, 67.1, 10.11), (16090, 51.85423333333334, 6.172238888888889), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
52,"[30.404566890047157, 51.17254998765737, 22.00980696418596, 0.0, 0.0, 0.0]","[2, 4, 2, 0, 0, 0]","[948.3457897947019, 983.9700804154276, 2489.832985367743, 0, 0, 0]","[3080.654210205298, 7118.029919584573, 13621.167014632258, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1225, 4146, 3546, 0, 0, 0]","[(197.9177333333333, 0.016466666666666664, 0.016533333333333334), (834.6646000000001, 0.030066666666666665, 0.20386666666666667), (1420.4706, 0.0, 0.0018666666666666666), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4097.082266666666, 1859.9835333333333, 999.9834666666667), (16345.3354, 1799.9699333333333, 1524.7961333333333), (32939.5294, 1882.7, 1333.7481333333333), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(4, 0.0001, 0.012799999999999999), (10, 0.00105, 0.009538888888888888), (4, 0.0, 6.111111111111111e-05), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4022, 67.09989999999999, 10.097199999999999), (16095, 51.898950000000006, 6.180461111111111), (32208, 58.2, 11.639938888888887), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
53,"[42.34301315462894, 12.132806714391508, 56.210042827881566, 0.0, 0.0, 0.0]","[3, 1, 5, 0, 0, 0]","[1087.1197123753466, 0, 7011.662900424664, 0, 0, 0]","[2941.8802876246536, 8102, 9099.337099575336, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1706, 983, 9056, 0, 0, 0]","[(189.4414, 0.020933333333333335, 0.014333333333333335), (111.848, 0.008866666666666667, 0.0108), (1314.215, 0.0002, 0.002333333333333333), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4105.5586, 1859.9790666666668, 999.9856666666667), (17068.152, 1799.9911333333334, 1524.9892), (33045.785, 1882.6998, 1333.7476666666666), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(7, 0.0, 0.007916666666666666), (3, 0.0, 0.00018333333333333334), (9, 0.04548333333333333, 0.022144444444444442), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4019, 67.1, 10.102083333333333), (16102, 51.900000000000006, 6.189816666666666), (32203, 58.154516666666666, 11.617855555555554), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
54,"[40.059568131049886, 10.577635151814366, 70.68462541120974, 0.0, 0.0, 0.0]","[3, 1, 6, 0, 0, 0]","[1285.337812644334, 454.65570876498435, 3739.2642692051622, 0, 0, 0]","[2743.662187355666, 7647.344291235016, 12371.735730794837, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1614, 857, 11388, 0, 0, 0]","[(190.79579999999996, 0.018266666666666667, 0.0108), (34.25326666666667, 0.0028, 0.0036), (1599.4273999999998, 0.005066666666666667, 0.0027333333333333333), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4104.2042, 1859.9817333333333, 999.9892), (17145.746733333333, 1799.9972, 1524.9964), (32760.5726, 1882.6949333333334, 1333.7472666666667), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(7, 0.00011666666666666667, 0.007016666666666668), (2, 0.0, 0.0031666666666666666), (11, 1.666666666666667e-05, 0.0038611111111111103), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4019, 67.09988333333332, 10.102983333333333), (16103, 51.900000000000006, 6.1868333333333325), (32201, 58.199983333333336, 11.636138888888887), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
55,"[54.85232067510548, 10.577635151814366, 25.783626093973062, 0.0, 0.0, 0.0]","[4, 1, 2, 0, 0, 0]","[563.9394620750188, 0, 3049.81508112874, 0, 0, 0]","[3465.060537924981, 8102, 13061.18491887126, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2210, 857, 4154, 0, 0, 0]","[(251.13233333333332, 0.028466666666666668, 0.011266666666666668), (30.05886666666666, 0.0028666666666666667, 0.003733333333333333), (61.516400000000004, 0.004666666666666667, 0.0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4043.8676666666665, 1859.9715333333334, 999.9887333333334), (17149.941133333334, 1799.9971333333333, 1524.9962666666668), (34298.4836, 1882.6953333333333, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(10, 0.0, 0.009233333333333333), (2, 0.0, 0.003022222222222222), (4, 0.0, 0.0011666666666666668), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4016, 67.1, 10.100766666666667), (16103, 51.900000000000006, 6.186977777777777), (32208, 58.2, 11.638833333333332), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
56,"[29.386944651278235, 38.47198222661071, 41.387871640494076, 0.0, 0.0, 0.0]","[2, 3, 3, 0, 0, 0]","[952.4188319761276, 2535.211128098493, 1547.3700596382855, 0, 0, 0]","[3076.581168023872, 5566.788871901506, 14563.629940361714, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1184, 3117, 6668, 0, 0, 0]","[(106.2556, 0.0094, 0.00013333333333333334), (103.06586666666666, 0.0046, 0.00013333333333333334), (106.25559999999999, 0.009266666666666666, 6.666666666666668e-05), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4188.7444, 1859.9906, 999.9998666666667), (17076.934133333332, 1799.9954, 1524.9998666666668), (34253.7444, 1882.6907333333334, 1333.7499333333333), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(5, 0.0, 0.0021444444444444445), (5, 0.0, 0.0014833333333333332), (6, 0.0, 0.002238888888888889), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.1, 10.107855555555554), (16100, 51.900000000000006, 6.188516666666666), (32206, 58.2, 11.63776111111111), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
57,"[39.81136758500869, 38.47198222661071, 15.604245546521012, 0.0, 0.0, 0.0]","[3, 3, 1, 0, 0, 0]","[763.2330487037711, 2195.038230390114, 1451.4337628278006, 0, 0, 0]","[3265.766951296229, 5906.961769609886, 14659.5662371722, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1604, 3117, 2514, 0, 0, 0]","[(37.39846666666667, 0.009333333333333332, 0.0), (99.48293333333334, 0.004666666666666667, 0.0006000000000000001), (41.943, 0.004666666666666667, 6.666666666666668e-05), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4257.6015333333335, 1859.9906666666666, 1000.0), (17080.517066666667, 1799.9953333333333, 1524.9994), (34318.057, 1882.6953333333333, 1333.7499333333333), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(8, 0.0, 0.0020611111111111108), (5, 0.0, 0.001488888888888889), (2, 0.0, 0.0010388888888888889), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4018, 67.1, 10.107938888888889), (16100, 51.900000000000006, 6.188511111111111), (32210, 58.2, 11.63896111111111), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
58,"[40.680069496152896, 48.35843001727969, 15.604245546521012, 0.0, 0.0, 0.0]","[3, 4, 1, 0, 0, 0]","[793.1456102013829, 786.1861931095266, 0, 0, 0, 0]","[3235.8543897986174, 7315.813806890474, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1639, 3918, 2514, 0, 0, 0]","[(103.76406666666666, 0.004733333333333333, 6.666666666666668e-05), (152.52306666666667, 0.0046, 6.666666666666668e-05), (41.943, 0.0046, 0.0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4191.235933333333, 1859.9952666666666, 999.9999333333334), (17027.47693333333, 1799.9954, 1524.9999333333333), (34318.057, 1882.6954, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(6, 0.0, 0.0016888888888888889), (6, 0.0, 0.00405), (2, 0.0, 0.0010722222222222222), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.1, 10.10831111111111), (16099, 51.900000000000006, 6.185949999999999), (32210, 58.2, 11.638927777777777), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
59,"[36.48548026805659, 25.25302394470501, 40.13406989013718, 0.0, 0.0, 0.0]","[3, 2, 3, 0, 0, 0]","[1178.1731278706468, 628.7750658402916, 4686.659755107089, 0, 0, 0]","[2850.8268721293534, 7473.224934159708, 11424.340244892912, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1470, 2046, 6466, 0, 0, 0]","[(58.98086666666667, 0.0, 0.0), (175.4612666666667, 0.0, 0.0002), (1101.7030666666667, 0.009866666666666666, 0.004266666666666667), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4236.019133333333, 1860.0, 1000.0), (17004.538733333335, 1800.0, 1524.9998), (33258.29693333333, 1882.6901333333333, 1333.7457333333334), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(6, 5e-05, 0.00010555555555555555), (4, 0.0, 0.0044222222222222215), (5, 1.666666666666667e-05, 0.0034999999999999996), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.09994999999999, 10.109894444444445), (16101, 51.900000000000006, 6.185577777777778), (32207, 58.199983333333336, 11.636499999999998), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
60,"[49.54082898982378, 15.366576154036041, 56.94866861150767, 0.0, 0.0, 0.0]","[4, 1, 4, 0, 0, 0]","[890.8951666289449, 0, 6650.949936138367, 0, 0, 0]","[3138.104833371055, 8102, 9460.050063861632, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1996, 1245, 9175, 0, 0, 0]","[(509.8240666666667, 4.806, 0.02386666666666667), (118.83813333333332, 0.0, 0.0004), (1750.4222, 0.013000000000000001, 0.005866666666666666), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(3785.1759333333334, 1855.194, 999.9761333333333), (17061.161866666665, 1800.0, 1524.9996), (32609.5778, 1882.6870000000001, 1333.7441333333334), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(7, 0.0, 0.005283333333333333), (3, 0.0, 0.0038166666666666666), (8, 0.0, 0.004166666666666666), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4019, 67.1, 10.104716666666667), (16102, 51.900000000000006, 6.186183333333333), (32204, 58.2, 11.635833333333332), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
61,"[35.666418466120625, 26.437916563811402, 70.25634659549375, 0.0, 0.0, 0.0]","[3, 2, 5, 0, 0, 0]","[762.8017088994862, 1568.544547079809, 3209.968876732357, 0, 0, 0]","[3266.198291100514, 6533.4554529201905, 12901.031123267643, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1437, 2142, 11319, 0, 0, 0]","[(437.95393333333334, 1.9433333333333334, 0.0456), (546.6572, 0.0004, 0.0004), (2099.9471999999996, 0.27626666666666666, 0.016733333333333336), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(3857.046066666667, 1858.0566666666666, 999.9544), (16633.3428, 1799.9996, 1524.9996), (32260.0528, 1882.4237333333333, 1333.7332666666666), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(5, 0.0, 0.005527777777777778), (4, 0.012733333333333334, 0.0038888888888888888), (10, 0.0, 0.013922222222222223), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.1, 10.104472222222222), (16101, 51.88726666666667, 6.186111111111111), (32202, 58.2, 11.626077777777777), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
62,"[37.00670141474311, 41.86620587509257, 30.11606976599839, 0.0, 0.0, 0.0]","[3, 3, 2, 0, 0, 0]","[809.8677893638359, 1989.840042848784, 1529.8737087128266, 0, 0, 0]","[3219.132210636164, 6112.159957151216, 14581.126291287173, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1491, 3392, 4852, 0, 0, 0]","[(522.1897333333334, 3.8347333333333333, 0.04686666666666666), (606.0760666666667, 0.03, 0.19259999999999997), (497.72360000000003, 0.02026666666666667, 0.002466666666666667), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(3772.8102666666664, 1856.1652666666666, 999.9531333333333), (16573.92393333333, 1799.97, 1524.8074), (33862.2764, 1882.6797333333334, 1333.7475333333334), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(6, 0.00031666666666666665, 0.0058), (5, 0.003516666666666667, 0.0035000000000000014), (5, 0.0, 0.0010777777777777778), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.09968333333333, 10.104199999999999), (16100, 51.896483333333336, 6.1865), (32207, 58.2, 11.63892222222222), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
63,"[38.79374534623976, 41.02690693655887, 25.994662032151943, 0.0, 0.0, 0.0]","[3, 3, 2, 0, 0, 0]","[790.3352091328959, 1727.9015668552581, 1283.1686751166799, 0, 0, 0]","[3238.664790867104, 6374.098433144742, 14827.83132488332, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1563, 3324, 4188, 0, 0, 0]","[(109.57499999999999, 0.0005333333333333334, 0.003933333333333333), (664.4460666666668, 0.013266666666666664, 0.18966666666666668), (397.0604, 0.0174, 0.0021333333333333334), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4185.425, 1859.9994666666666, 999.9960666666667), (16515.553933333333, 1799.9867333333334, 1524.8103333333333), (33962.9396, 1882.6826, 1333.7478666666666), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(6, 0.0, 0.0006777777777777779), (4, 0.00036666666666666667, 0.004688888888888889), (3, 0.04615, 0.016472222222222225), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.1, 10.109322222222222), (16101, 51.89963333333334, 6.185311111111111), (32209, 58.153850000000006, 11.623527777777776), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
64,"[45.96674112683048, 36.89212540113552, 28.390540624418097, 0.0, 0.0, 0.0]","[3, 3, 2, 0, 0, 0]","[1496.6173127767067, 1731.9127010579996, 3725.7041367781712, 0, 0, 0]","[2532.382687223293, 6370.087298942, 12385.295863221829, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1852, 2989, 4574, 0, 0, 0]","[(100.05046666666667, 0.038266666666666664, 0.0012666666666666666), (150.64440000000002, 0.01686666666666667, 0.002933333333333333), (81.0898, 0.004666666666666667, 0.0010666666666666667), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4194.949533333333, 1859.9617333333333, 999.9987333333333), (17029.3556, 1799.9831333333334, 1524.9970666666666), (34278.9102, 1882.6953333333333, 1333.7489333333333), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(7, 0.0, 0.008283333333333335), (3, 0.0014333333333333331, 0.0004944444444444445), (3, 0.0, 0.001111111111111111), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4019, 67.1, 10.101716666666666), (16102, 51.898566666666675, 6.189505555555555), (32209, 58.2, 11.638888888888888), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
65,"[57.85554728220402, 21.463836089854357, 40.86648873440507, 0.0, 0.0, 0.0]","[4, 2, 3, 0, 0, 0]","[1095.309030630728, 928.9311828566526, 3264.5359445025088, 0, 0, 0]","[2933.690969369272, 7173.068817143348, 12846.46405549749, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2331, 1739, 6584, 0, 0, 0]","[(158.50846666666666, 0.04273333333333334, 0.0012666666666666666), (22.718533333333337, 0.0002666666666666667, 0.0002), (82.48773333333332, 0.04593333333333333, 0.0025333333333333336), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4136.491533333334, 1859.9572666666666, 999.9987333333333), (17157.281466666667, 1799.9997333333333, 1524.9998), (34277.512266666665, 1882.6540666666667, 1333.7474666666667), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(8, 0.0, 0.002344444444444444), (2, 0.0, 0.00013333333333333334), (5, 0.0, 0.001227777777777778), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4018, 67.1, 10.107655555555555), (16103, 51.900000000000006, 6.189866666666666), (32207, 58.2, 11.63877222222222), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
66,"[45.47034003474808, 32.23895334485312, 47.768605300726215, 0.0, 0.0, 0.0]","[3, 3, 3, 0, 0, 0]","[541.3552859267407, 994.9599232024118, 3054.608628262828, 0, 0, 0]","[3487.6447140732594, 7107.040076797588, 13056.391371737172, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1832, 2612, 7696, 0, 0, 0]","[(170.5677333333333, 0.04753333333333333, 0.0012666666666666666), (111.84800000000001, 0.0009333333333333332, 0.0019333333333333333), (126.52780000000001, 0.04986666666666666, 0.0014666666666666667), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4124.432266666667, 1859.9524666666666, 999.9987333333333), (17068.152, 1799.9990666666667, 1524.9980666666668), (34233.4722, 1882.6501333333333, 1333.7485333333334), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(6, 0.0, 0.002688888888888889), (4, 0.0, 0.0004777777777777777), (6, 0.0, 0.0022444444444444443), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.1, 10.10731111111111), (16101, 51.900000000000006, 6.189522222222222), (32206, 58.2, 11.637755555555554), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
